0.0,0.0
1.0,0.0
2.0,0.5016184428628507
3.0,0.5163247814766412
4.0,0.5455287863960938
5.0,0.5381186288478388
6.0,0.5376345990951957
7.0,0.5008644281383339
8.0,0.511008878634972
9.0,0.4851913665819379
10.0,0.4978007959928321
11.0,0.46012324323883713
12.0,0.43047675182070727
13.0,0.44763276859683754
14.0,0.4343893533820787
15.0,0.44266526528730693
16.0,0.4219591185072493
17.0,0.4319478394451881
18.0,0.4432424062018546
19.0,0.44005226453448076
20.0,0.4363640274699071
21.0,0.42427678532652396
22.0,0.4234014370531693
23.0,0.41821196011814255
24.0,0.4057108441648196
25.0,0.38310642506123305
26.0,0.37202973788369376
27.0,0.3647046682064307
28.0,0.36730946225146743
29.0,0.35668052196995703
30.0,0.36166165936325123
31.0,0.3329871862041384
32.0,0.31919238599087074
33.0,0.3019678939574681
34.0,0.3072501625822771
35.0,0.2990930259441456
36.0,0.2887535854279343
37.0,0.26892864867023003
38.0,0.2722994800516346
39.0,0.2746886970241651
40.0,0.29329400135533784
41.0,0.28507615437790024
42.0,0.2939778508387232
43.0,0.27927526725114943
44.0,0.262965440134013
45.0,0.26218931153554165
46.0,0.24917822654834637
47.0,0.2360957288909951
48.0,0.2396593336377904
49.0,0.2370181420714798
50.0,0.2106509875890495
51.0,0.21216991080518854
52.0,0.2125222630051682
53.0,0.2027147148691151
54.0,0.1983340391881404
55.0,0.19028882566170313
56.0,0.18636583631412484
57.0,0.17309360865221907
58.0,0.17503403925130329
59.0,0.16939434880050597
60.0,0.16041825037435758
61.0,0.14884607694001795
62.0,0.13294913815744985
63.0,0.11771451754951359
64.0,0.10101564211748316
65.0,0.08466636940658621
66.0,0.08253759243695824
67.0,0.0688015150689311
68.0,0.05987890170214949
69.0,0.04201841057219541
70.0,0.034314271385032354
71.0,0.02614005006780358
